Plant Code,Generator ID,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW),time
57441,S42A,N, ,N, ,2020
57441,S42B,N, ,N, ,2020
57441,S42C,N, ,N, ,2020
57441,S42D,N, ,N, ,2020
57441,S42E,N, ,N, ,2020
57441,S42F,N, ,N, ,2020
57441,S42G,N, ,N, ,2020
57441,S42H,N, ,N, ,2020
57441,S42I,N, ,N, ,2020
57441,S42J,N, ,N, ,2020
57442,56188,N, ,N, ,2020
57448,PILE,N, ,N, ,2020
57455,SB1,N, ,N, ,2020
57458,1,Y,2.1,N, ,2020
57461,1,N, ,N, ,2020
57462,1,N, ,N, ,2020
57465,1,N, ,N, ,2020
57471,MHNJ,Y,1,N, ,2020
57473,DSMA,Y,2,N, ,2020
57481,01,N, ,N, ,2020
57485,FSNJ,N, ,N, ,2020
57486,F1NJ,N, ,N, ,2020
57487,F2NJ,N, ,N, ,2020
57488,LSNJ,N, ,N, ,2020
57490,56819,N, ,N, ,2020
57491,56819,N, ,N, ,2020
57494,MFRS,N, ,Y,0.1,2020
57497,1,N, ,N, ,2020
57498,1,N, ,N, ,2020
57499,1,N, ,N, ,2020
57506,SEIM,N, ,N, ,2020
57507,CSUII,N, ,N, ,2020
57509,1,N, ,N, ,2020
57519,GEN1,N, ,N, ,2020
57521,1,N, ,N, ,2020
57522,1,N, ,N, ,2020
57523,1,N, ,N, ,2020
57524,1,Y,1,N, ,2020
57525,KSPV,Y,1.2,N, ,2020
57534,S32A,N, ,N, ,2020
57534,S32B,N, ,N, ,2020
57534,S32C,N, ,N, ,2020
57535,S33A,N, ,N, ,2020
57535,S33B,N, ,N, ,2020
57554,AFA1,N, ,N, ,2020
57556,1,N, ,N, ,2020
57559,1,N, ,N, ,2020
57560,PV1,N, ,N, ,2020
57561,PV1,N, ,N, ,2020
57562,PV1,N, ,N, ,2020
57563,PV1,N, ,N, ,2020
57563,PV2,N, ,N, ,2020
57565,1,N, ,N, ,2020
57567,ASEC1,N, ,N, ,2020
57571,LLSEC,N, ,N, ,2020
57571,LMS2,N, ,N, ,2020
57574,ETS1,Y,1.4,N, ,2020
57575,DSEC,N, ,N, ,2020
57575,HON2,N, ,N, ,2020
57576,LVSEC,N, ,N, ,2020
57577,AGSEC,N, ,N, ,2020
57579,1,Y,1.2,N, ,2020
57579,2,Y,0.4,N, ,2020
57580,PV1,Y,0.3,N, ,2020
57580,PV2,Y,0.5,N, ,2020
57588,STULT,N, ,N, ,2020
57589,9WUBN,N, ,N, ,2020
57591,1,N, ,N, ,2020
57640,1,N, ,N, ,2020
57645,PV1,Y,4.5,N, ,2020
57646,PV1,Y,1.8,N, ,2020
57647,PV1,Y,5.4,N, ,2020
57650,FRV4,N, ,N, ,2020
57651,FRV3,N, ,N, ,2020
57652,1,N, ,N, ,2020
57655,BC01,Y,1,N, ,2020
57656,1,N, ,N, ,2020
57657,1,N, ,N, ,2020
57660,VNLND,N, ,N, ,2020
57661,MANVL,N, ,N, ,2020
57662,MCGRH,N, ,N, ,2020
57667,P21A,Y,1.7,N, ,2020
57667,P21B,Y,1.9,N, ,2020
57667,P2P2,Y,0.8,N, ,2020
57667,SBS1,Y,3.1,N, ,2020
57668,CASDE,Y,0.6,Y,0.3,2020
57668,CASDW,N, ,Y,0.4,2020
57669,PV1,Y,21.9,N, ,2020
57670,PV1,Y,3.7,N, ,2020
57671,PV1,Y,3.7,N, ,2020
57673,1,N, ,N, ,2020
57674,1,N, ,N, ,2020
57676,1,N, ,N, ,2020
57677,1,N, ,N, ,2020
57680,AVSE1,N, ,N, ,2020
57680,AVSE2,N, ,N, ,2020
57680,AVSE3,N, ,N, ,2020
57680,AVSE4,N, ,N, ,2020
57680,AVSE5,N, ,N, ,2020
57681,1,N, ,N, ,2020
57682,1,Y,1,N, ,2020
57683,1,Y,1,N, ,2020
57685,1,N, ,N, ,2020
57687,1,N, ,N, ,2020
57695,TPZ1,N, ,N, ,2020
57695,TPZ2,N, ,N, ,2020
57695,TPZ3,N, ,N, ,2020
57695,TPZ4,N, ,N, ,2020
57695,TPZ5,N, ,N, ,2020
57697,1,N, ,N, ,2020
57698,1,N, ,N, ,2020
57699,AES1,N, ,N, ,2020
57707,1,N, ,N, ,2020
57707,10,N, ,N, ,2020
57707,11,N, ,N, ,2020
57707,12,N, ,N, ,2020
57707,2,N, ,N, ,2020
57707,3,N, ,N, ,2020
57707,4,N, ,N, ,2020
57707,5,N, ,N, ,2020
57707,6,N, ,N, ,2020
57707,7,N, ,N, ,2020
57707,8,N, ,N, ,2020
57707,9,N, ,N, ,2020
57708,INV,N, ,N, ,2020
57722,1,N, ,N, ,2020
57723,PV1,Y,5.2,N, ,2020
57724,NJMC,N, ,N, ,2020
57726,SUMA,N, ,N, ,2020
57727,BLAR,N, ,N, ,2020
57728,MILLC,N, ,N, ,2020
57733,PV1,Y,1.4,N, ,2020
57734,CH,Y,1.1,N, ,2020
57736,1,N, ,N, ,2020
57737,1,N, ,N, ,2020
57738,1,N, ,N, ,2020
57739,1,N, ,N, ,2020
57740,1,N, ,N, ,2020
57742,VHQ,Y,1.1,N, ,2020
57743,1,N, ,N, ,2020
57745,PV1,Y,4.8,N, ,2020
57746,PV1,Y,3,N, ,2020
57747,1,N, ,N, ,2020
57750,P1,N, ,N, ,2020
57750,P2,N, ,N, ,2020
57753,PV1,Y,1.2,N, ,2020
57758,PV1,Y,16.1,N, ,2020
57764,1,N, ,N, ,2020
57765,SFC,N, ,N, ,2020
57765,SHP,N, ,N, ,2020
57765,SOLEG,N, ,N, ,2020
57765,STE,N, ,N, ,2020
57765,SWD,N, ,N, ,2020
57768,1,Y,1.6,N, ,2020
57772,BRID,Y,1.5,N, ,2020
57773,1,N, ,N, ,2020
57775,PV,Y,0.5,N, ,2020
57776,1,N, ,N, ,2020
57777,DL1,Y,3.8,N, ,2020
57778,KAM1,N, ,N, ,2020
57779,DIL2,Y,3.8,N, ,2020
57780,KAM2,N, ,N, ,2020
57781,DIL3,Y,3.8,N, ,2020
57782,KAM3,N, ,N, ,2020
57783,BRU1,N, ,N, ,2020
57784,BRU2,N, ,N, ,2020
57785,BRU3,N, ,N, ,2020
57790,1,N, ,N, ,2020
57795,1,N, ,N, ,2020
57796,1,N, ,N, ,2020
57797,1,N, ,N, ,2020
57799,1,N, ,N, ,2020
57805,WPU1,Y,1.4,N, ,2020
57806,DIL4,Y,0.5,N, ,2020
57815,PV1,Y,3.8,Y,0.2,2020
57816,MCK1,N, ,N, ,2020
57817,MCK2,N, ,N, ,2020
57818,MCK3,N, ,N, ,2020
57819,MCK4,N, ,N, ,2020
57820,MCK5,N, ,N, ,2020
57821,MCK6,N, ,N, ,2020
57827,DSPV,N, ,N, ,2020
57831,1,N, ,N, ,2020
57836,TSM,N, ,N, ,2020
57838,D2MA,N, ,N, ,2020
57840,1,N, ,N, ,2020
57841,1,N, ,N, ,2020
57848,SOLAR,Y,1.2,N, ,2020
57849,GASF1,N, ,N, ,2020
57850,GASF2,N, ,N, ,2020
57856,SGU1,N, ,N, ,2020
57859,1,N, ,N, ,2020
57860,1,N, ,N, ,2020
57863,UNIT1,N, ,N, ,2020
57864,2LOT7,Y,0.5,N, ,2020
57864,LOT7,Y,0.3,N, ,2020
57864,LOT7B,Y,0.3,N, ,2020
57864,SAC,Y,0.3,N, ,2020
57868,UNIT1,Y,1,N, ,2020
57868,UNIT2,Y,0.3,N, ,2020
57868,UNIT3,Y,1,N, ,2020
57869,HH,Y,0.5,N, ,2020
57869,HII,Y,0.4,N, ,2020
57869,HJC,Y,0.2,N, ,2020
57869,HM,Y,0.9,N, ,2020
57869,UNIT1,Y,1.6,N, ,2020
57870,SOLAR,Y,1.1,N, ,2020
57871,1,Y,1.2,N, ,2020
57879,SALI,Y,1.1,N, ,2020
57882,BSH1,N, ,N, ,2020
57883,GEN1,N, ,N, ,2020
57891,1,N, ,N, ,2020
57892,1,N, ,N, ,2020
57895,ID4,N, ,N, ,2020
57900,S48A,N, ,N, ,2020
57900,S48B,N, ,N, ,2020
57900,S48C,N, ,N, ,2020
57900,S48D,N, ,N, ,2020
57900,S48E,N, ,N, ,2020
57900,S48F,N, ,N, ,2020
57900,S48G,N, ,N, ,2020
57900,S48H,N, ,N, ,2020
57900,S48I,N, ,N, ,2020
57900,S48J,N, ,N, ,2020
57904,CHNO,N, ,N, ,2020
57912,1,N, ,N, ,2020
57930,UAST,N, ,N, ,2020
57931,PV1,Y,3.5,N, ,2020
57933,1,Y,2,N, ,2020
57934,DOMA,Y,2.5,N, ,2020
57939,1,Y,1,N, ,2020
57939,2,Y,1.1,N, ,2020
57941,PV1,N, ,Y,2.3,2020
57942,PV1,N, ,Y,1.6,2020
57948,OAK,N, ,N, ,2020
57951,1,N, ,N, ,2020
57959,1,N, ,N, ,2020
57970,SOL1,Y,4.5,N, ,2020
57982,PV-1,Y,0.6,N, ,2020
57982,PV-2,Y,0.7,N, ,2020
57985,1,N, ,N, ,2020
57986,1,N, ,N, ,2020
57989,GSMA,N, ,N, ,2020
57990,SSMA,N, ,N, ,2020
57992,BSMA,Y,1.3,N, ,2020
57993,DSL1,N, ,N, ,2020
57993,DSL10,N, ,N, ,2020
57993,DSL11,N, ,N, ,2020
57993,DSL2,N, ,N, ,2020
57993,DSL3,N, ,N, ,2020
57993,DSL4,N, ,N, ,2020
57993,DSL5,N, ,N, ,2020
57993,DSL6,N, ,N, ,2020
57993,DSL7,N, ,N, ,2020
57993,DSL8,N, ,N, ,2020
57993,DSL9,N, ,N, ,2020
57994,PV1,N, ,N, ,2020
57997,PV1,N, ,N, ,2020
57997,PV2,N, ,N, ,2020
58002,SPS,N, ,N, ,2020
58003,SPS50,N, ,N, ,2020
58006,1,N, ,N, ,2020
58006,2,N, ,N, ,2020
58009,1,N, ,N, ,2020
58009,2,N, ,N, ,2020
58010,WSMR1,N, ,N, ,2020
58010,WSMR2,N, ,N, ,2020
58011,PV,Y,1.5,N, ,2020
58012,PV,Y,1.2,N, ,2020
58013,PV,Y,1.6,N, ,2020
58014,PV,Y,2.6,N, ,2020
58015,PV,Y,1.2,N, ,2020
58016,PV,Y,2.2,N, ,2020
58017,PV01,N, ,N, ,2020
58017,PV02,N, ,N, ,2020
58017,PV03,N, ,N, ,2020
58017,PV04,N, ,N, ,2020
58017,PV05,N, ,N, ,2020
58027,1,N, ,N, ,2020
58028,PV,Y,1.8,N, ,2020
58029,PV1,Y,5,N, ,2020
58030,REEVE,N, ,N, ,2020
58032,PSMA,N, ,N, ,2020
58034,1,N, ,N, ,2020
58036,1,Y,9,N, ,2020
58037,PV1,Y,4.3,N, ,2020
58039,1,N, ,N, ,2020
58040,SEF-A,Y,2.3,N, ,2020
58040,SEF-B,Y,1,N, ,2020
58042,1,N, ,N, ,2020
58049,PV,Y,1.6,N, ,2020
58056,PV,N, ,N, ,2020
58062,0001,N, ,N, ,2020
58064,LBFS,N, ,N, ,2020
58068,1,N, ,N, ,2020
58070,1,Y,1.5,N, ,2020
58073,SEPV,Y,2.3,N, ,2020
58074,SEPV,Y,2.2,N, ,2020
58076,1,Y,1.1,N, ,2020
58076,2,Y,1.1,N, ,2020
58076,3,Y,1.1,N, ,2020
58082,NSF1,N, ,N, ,2020
58086,1,Y,0.6,N, ,2020
58086,2,Y,0.6,N, ,2020
58090,SEF-1,Y,1.5,N, ,2020
58090,SEF-2,Y,4.2,N, ,2020
58091,KSTN,N, ,N, ,2020
58093,HQNJ,Y,1.2,N, ,2020
58094,FINJ,Y,2.5,N, ,2020
58095,TONJ,Y,1.7,N, ,2020
58096,PTNJ,Y,2.1,N, ,2020
58097,1,N, ,N, ,2020
58118,JDS1,Y,1.8,N, ,2020
58119,DPSS,N, ,N, ,2020
58123,1,N, ,N, ,2020
58131,PV1,Y,5.7,N, ,2020
58134,OSSO,N, ,N, ,2020
58135,1,N, ,N, ,2020
58144,SVEP1,Y,2.2,N, ,2020
58145,WTS_1,Y,2.5,N, ,2020
58147,PV1,N, ,N, ,2020
58148,KS,N, ,N, ,2020
58149,TAHD,N, ,N, ,2020
58150,1,N, ,N, ,2020
58164,PV1,N, ,N, ,2020
58169,CPAC,N, ,N, ,2020
58169,KHS,N, ,N, ,2020
58169,NPS,N, ,N, ,2020
58169,PS4,N, ,N, ,2020
58169,PS5,N, ,N, ,2020
58169,SCPS,N, ,N, ,2020
58170,GEN1,N, ,N, ,2020
58171,GEN1,N, ,N, ,2020
58174,WSMA,N, ,Y,2.5,2020
58178,1,Y,2,N, ,2020
58187,1,Y,2.1,N, ,2020
58202,VPS1,Y,22.3,N, ,2020
58204,INV3,N, ,N, ,2020
58206,1,N, ,N, ,2020
58210,1,Y,2,N, ,2020
58213,AZ2,N, ,N, ,2020
58214,WGRI,N, ,N, ,2020
58217,INV4,N, ,N, ,2020
58226,1,N, ,N, ,2020
58227,SPV9,N, ,N, ,2020
58228,GEN1,N, ,N, ,2020
58231,GEN1,N, ,N, ,2020
58232,TAHQ,Y,1,N, ,2020
58234,SPV8,N, ,N, ,2020
58236,PV1,N, ,N, ,2020
58239,PVKV,Y,1.1,N, ,2020
58240,PV_KC,N, ,N, ,2020
58241,RCKHL,N, ,N, ,2020
58243,WRTN,N, ,N, ,2020
58244,WEST,Y,1,N, ,2020
58248,GEN1,Y,2.3,N, ,2020
58249,GEN1,Y,4,N, ,2020
58253,GEN1,Y,1.8,N, ,2020
58256,1,N, ,N, ,2020
58259,KAS2,N, ,N, ,2020
58261,1,N, ,N, ,2020
58262,1,N, ,N, ,2020
58270,1,N, ,Y,4.7,2020
58271,1,N, ,Y,1.3,2020
58272,1,N, ,Y,2.3,2020
58273,SROB,N, ,N, ,2020
58274,RAEF,N, ,N, ,2020
58275,1,N, ,N, ,2020
58276,1,N, ,N, ,2020
58279,1,N, ,N, ,2020
58280,1,N, ,N, ,2020
58281,1,N, ,N, ,2020
58282,1,N, ,Y,6,2020
58283,1,Y,5.8,N, ,2020
58289,VNPV,N, ,N, ,2020
58290,VSPV,N, ,N, ,2020
58292,JCC,N, ,N, ,2020
58293,PVH,N, ,N, ,2020
58304,1,N, ,N, ,2020
58304,2,N, ,N, ,2020
58304,3,N, ,N, ,2020
58305,PCIP,N, ,N, ,2020
58306,1,N, ,N, ,2020
58306,2,N, ,N, ,2020
58306,3,N, ,N, ,2020
58307,1,N, ,N, ,2020
58307,2,N, ,N, ,2020
58307,3,N, ,N, ,2020
58308,1,N, ,N, ,2020
58308,3,N, ,N, ,2020
58308,4,N, ,N, ,2020
58309,1,N, ,N, ,2020
58309,2,N, ,N, ,2020
58309,5,N, ,N, ,2020
58311,1,N, ,N, ,2020
58312,1,N, ,N, ,2020
58313,1,N, ,N, ,2020
58314,1,N, ,N, ,2020
58315,1,N, ,N, ,2020
58316,1,N, ,N, ,2020
58317,1,N, ,N, ,2020
58318,1,N, ,N, ,2020
58319,PV-01,N, ,N, ,2020
58323,1,N, ,N, ,2020
58329,PV1,Y,3.7,N, ,2020
58332,1,N, ,N, ,2020
58333,1,N, ,N, ,2020
58334,1,N, ,N, ,2020
58335,1,N, ,N, ,2020
58336,1,N, ,N, ,2020
58337,1,N, ,N, ,2020
58338,1,N, ,N, ,2020
58339,1,N, ,N, ,2020
58340,1,N, ,N, ,2020
58341,1,N, ,N, ,2020
58342,1,N, ,N, ,2020
58343,1,N, ,N, ,2020
58344,1,N, ,N, ,2020
58345,1,N, ,N, ,2020
58346,1,N, ,N, ,2020
58347,1,N, ,N, ,2020
58348,1,N, ,N, ,2020
58349,1,N, ,N, ,2020
58350,1,N, ,N, ,2020
58354,1,N, ,N, ,2020
58355,1,N, ,N, ,2020
58356,TLS,Y,6.1,N, ,2020
58357,WR,Y,4.9,N, ,2020
58358,NJMG,Y,4.9,N, ,2020
58359,GG,Y,2.8,N, ,2020
58360,ACF,Y,2.2,N, ,2020
58361,WS,Y,3.6,N, ,2020
58362,QPMA,N, ,Y,4.2,2020
58364,MC,Y,3,N, ,2020
58366,1,N, ,N, ,2020
58370,GEN1,N, ,N, ,2020
58371,GEN1,N, ,N, ,2020
58373,WRCA,N, ,N, ,2020
58374,CSCA,N, ,N, ,2020
58376,1,N, ,N, ,2020
58381,1,N, ,N, ,2020
58383,PV1,N, ,N, ,2020
58385,NSMA,Y,2.5,N, ,2020
58386,CU,N, ,N, ,2020
58387,1,N, ,N, ,2020
58388,AVS1,N, ,N, ,2020
58388,SS11,N, ,N, ,2020
58388,SS12,N, ,N, ,2020
58388,SS13,N, ,N, ,2020
58388,SS14,N, ,N, ,2020
58388,SS15,N, ,N, ,2020
58388,SS16,N, ,N, ,2020
58389,AVS2,N, ,N, ,2020
58389,SS21,N, ,N, ,2020
